filename,gender,bodyPartFolder,matchedId,matchedName,tier,score,uploaded,uploadError
"Stretching - Calf Stretch with Rope.mp4","female","Calves","1LVFcEn","calf stretch with rope","gemini","","true",""
"Stretching - Calf Stretch with Strap.mp4","female","Calves","xTjr103","standing hamstring and calf stretch with strap","gemini","","true",""
"Stretching - Circles Knee Stretch.mp4","female","Calves","X7jbxra","circles knee stretch","gemini","","true",""
"Stretching - Feet and Ankles Rotation Stretch.mp4","female","Calves","","","unmatched","","",""
"Stretching - Feet and Ankles Stretch.mp4","female","Calves","","","unmatched","","",""
"Stretching - Peroneals Stretch.mp4","female","Calves","XhfS1DZ","peroneals stretch","gemini","","true",""
"Stretching - Seated Calf Stretch.mp4","female","Calves","17bqEXD","seated calf stretch (male)","gemini","","true",""
"Stretching - Stairs Calf Stretch.mp4","female","Calves","qOKcgVP","standing calves calf stretch","gemini","","true",""
"Stretching - Standing Bench Calf Stretch.mp4","female","Calves","","","unmatched","","",""
"Battling Ropes.mp4","female","Cardio","RJa4tCo","battling ropes","exact","1.00","true",""
"Burpee.mp4","female","Cardio","dK9394r","burpee","exact","1.00","true",""
"Cardio Exercises Machine.mp4","female","Cardio","","","unmatched","","",""
"Cardio Exercises.mp4","female","Cardio","","","unmatched","","",""
"Elliptical.mp4","female","Cardio","rjtuP6X","walk elliptical cross trainer","gemini","","true",""
"Jump Rope.mp4","female","Cardio","e1e76I2","jump rope","exact","1.00","true",""
"Jump Step-up.mp4","female","Cardio","step_up","Step-Up","gemini","","true",""
"Jumping Jack.mp4","female","Cardio","jumping_jacks","Jumping Jacks","gemini","","true",""
"Running.mp4","female","Cardio","","","unmatched","","",""
"Stationary Bike.mp4","female","Cardio","a8VDgLw","stationary bike walk","gemini","","true",""
"Stretching - Bridge Pose Setu Bandhasana.mp4","female","Cardio","qKBpF7I","barbell glute bridge","gemini","","true",""
"Stretching - Flexion Leg Sit-up.mp4","female","Cardio","KZn52RC","flexion leg sit up (straight arm)","gemini","","true",""
"Stretching - Front Toe Touch.mp4","female","Cardio","","","unmatched","","",""
"Stretching - Plyo Side Lunge Stretch.mp4","female","Cardio","13VW2VO","weighted stretch lunge","gemini","","true",""
"Stretching - Single Leg Stretch (bent knee).mp4","female","Cardio","","","unmatched","","",""
"Stretching - Single Straight Leg Stretch.mp4","female","Cardio","","","unmatched","","",""
"Treadmill Running.mp4","female","Cardio","","","unmatched","","",""
"Walk Wave Machine.mp4","female","Cardio","rjtuP6X","walk elliptical cross trainer","gemini","","true",""
"Band High Fly.mp4","female","Chest","","","unmatched","","",""
"Barbell Bench Press.mp4","female","Chest","EIeI8Vf","barbell bench press","exact","1.00","true",""
"Barbell Decline Bench Press.mp4","female","Chest","GrO65fd","barbell decline bench press","exact","1.00","true",""
"Barbell Incline Bench Press.mp4","female","Chest","3TZduzM","barbell incline bench press","exact","1.00","true",""
"Cable Lying Fly, Flat Bench Cable Fly.mp4","female","Chest","lJJ7Yq8","cable lying fly","gemini","","true",""
"Cable Standing Fly, Crossover fly.mp4","female","Chest","Pr9Rhf4","cable standing fly","gemini","","true",""
"Chest Dips.mp4","female","Chest","9WTm7dq","chest dip","gemini","","true",""
"Decline Dumbbell Bench Press (45 degree).mp4","female","Chest","DwhEmmE","dumbbell decline bench press","near_exact","1.00","true",""
"Deep Push-ups.mp4","female","Chest","vptOQ4N","deep push up","gemini","","true",""
"Dumbbell Bench Press.mp4","female","Chest","SpYC0Kp","dumbbell bench press","exact","1.00","true",""
"Dumbbell Decline Fly (45 degree).mp4","female","Chest","xXm4nYq","dumbbell decline fly","exact","1.00","true",""
"Dumbbell Fly On Exercise Ball.mp4","female","Chest","Lt3iWnf","dumbbell fly on exercise ball","exact","1.00","true",""
"Dumbbell Fly.mp4","female","Chest","yz9nUhF","dumbbell fly","exact","1.00","true",""
"Dumbbell Incline Bench Press.mp4","female","Chest","ns0SIbU","dumbbell incline bench press","exact","1.00","true",""
"Dumbbell Incline Fly On Exercise Ball.mp4","female","Chest","HYe1ZqR","dumbbell incline fly on exercise ball","exact","1.00","true",""
"Dumbbell Incline Fly.mp4","female","Chest","ESOd5Pl","dumbbell incline fly","exact","1.00","true",""
"Dumbbell Lying Hammer Press.mp4","female","Chest","7gdLIXa","dumbbell lying hammer press","exact","1.00","true",""
"Incline Push-Ups.mp4","female","Chest","F7vjXqT","incline push-up (on box)","gemini","","true",""
"Lever Chest Press.mp4","female","Chest","DOoWcnA","lever chest press","gemini","","true",""
"Lever Incline Hammer Chest Press.mp4","female","Chest","jHAnWmT","lever incline chest press","gemini","","true",""
"Lever Lying Chest Press.mp4","female","Chest","DOoWcnA","lever chest press","gemini","","true",""
"Lever Pec Deck Fly.mp4","female","Chest","v3xmPAR","lever seated fly","gemini","","true",""
"Push-ups.mp4","female","Chest","I4hDWkc","push-up","gemini","","true",""
"Stretching - Above Head Chest Stretch.mp4","female","Chest","QoHIhPl","behind head chest stretch","gemini","","true",""
"Stretching - Back Pec Stretch.mp4","female","Chest","chfnQnM","back pec stretch","gemini","","true",""
"Stretching - Dynamic Chest Stretch.mp4","female","Chest","","","unmatched","","",""
"Stretching - Kneeling Back Rotation Stretch.mp4","female","Chest","","","unmatched","","",""
"Stretching - Standing Reach Up Back Rotation Stretch.mp4","female","Chest","1jXLYEw","standing lateral stretch","gemini","","true",""
"Stretching - Standing Wheel Rollout.mp4","female","Chest","KtRomty","standing wheel rollerout","gemini","","true",""
"Triceps Dips.mp4","female","Chest","7aVz15j","triceps dips floor","gemini","","true",""
"Wide Grip Push-ups.mp4","female","Chest","JmMVpR3","wide hand push up","gemini","","true",""
"Barbell Reverse Wrist Curl (over-grip).mp4","female","Forearms","LsZkfU6","barbell reverse wrist curl","exact","1.00","true",""
"Barbell Standing Back Wrist Curl.mp4","female","Forearms","2qTvJAZ","barbell standing back wrist curl","exact","1.00","true",""
"Dumbbell Behind Back Wrist Curl.mp4","female","Forearms","2qTvJAZ","barbell standing back wrist curl","gemini","","false","Command failed: npx wrangler r2 object put fitai-media/exercise-poster/2qTvJAZ-female.jpg --file D:\FitAi\FitAI\.claude\worktrees\agent-a3928ac4b1237e5ec\scripts\.tmp_transcoded\2qTvJAZ-female.jpg --remote [31m✘ [41;31m[[41;97mERROR[41;31m][0m [1mThe file ""D:\FitAi\FitAI\.claude\worktrees\agen"
"Dumbbell Over Bench Wrist Curl.mp4","female","Forearms","D1xYJAU","dumbbell over bench wrist curl","exact","1.00","true",""
"Dumbbell Seated Neutral Wrist Curl.mp4","female","Forearms","uJmK7Z1","dumbbell seated neutral wrist curl","exact","1.00","true",""
"Stretching - Side Wrist Pull Stretch.mp4","female","Forearms","UtmIqcI","side wrist pull stretch","gemini","","true",""
"Stretching - Wrist Circles.mp4","female","Forearms","2zNKRUB","wrist circles","gemini","","true",""
"Weighted Standing Curl (weights or lever).mp4","female","Forearms","M5Y7GPg","weighted standing curl","exact","1.00","true",""
"Band Bent Over Hip Extension.mp4","female","Hips","wSScovH","band bent-over hip extension","gemini","","true",""
"Band Hip Abduction.mp4","female","Hips","7WaDzyL","side hip abduction","gemini","","true",""
"Band Hip Adduction.mp4","female","Hips","hBGWILP","cable hip adduction","gemini","","true",""
"Band Leg Curl.mp4","female","Hips","leg_curl","Leg Curl","gemini","","true",""
"Band Seated Leg Extension.mp4","female","Hips","Y1MsI1l","resistance band leg extension","gemini","","true",""
"Band Standing Hip Extension.mp4","female","Hips","","","unmatched","","",""
"Band Standing Leg Curl.mp4","female","Hips","C5jncD2","standing single leg curl","gemini","","true",""
"Barbell Clean And Press.mp4","female","Hips","SGY8Zui","barbell clean and press","exact","1.00","true",""
"Barbell Front Chest Squat.mp4","female","Hips","IeTIEqg","barbell front chest squat","exact","1.00","true",""
"Barbell Lunge.mp4","female","Hips","t8iSghb","barbell lunge","exact","1.00","true",""
"Classic Barbell Squat.mp4","female","Hips","barbell_squat","Barbell Squat","gemini","","true",""
"Close Feet Leg Press.mp4","female","Hips","2Qh2J1e","sled 45° leg press (side pov)","gemini","","true",""
"Dumbbell Bar Grip Sumo Squat.mp4","female","Hips","","","unmatched","","",""
"Dumbbell Front Squat.mp4","female","Hips","HsvHqgf","dumbbell squat","gemini","","true",""
"Dumbbell Goblet Squat.mp4","female","Hips","yn8yg1r","dumbbell goblet squat","exact","1.00","true",""
"Dumbbell Lunge.mp4","female","Hips","RRWFUcw","dumbbell lunge","exact","1.00","true",""
"Dumbbell Lying Femoral.mp4","female","Hips","FkBIE6a","dumbbell lying femoral","exact","1.00","true",""
"Dumbbell Single Leg Squat.mp4","female","Hips","H6ybluc","dumbbell single leg squat","exact","1.00","true",""
"Dumbbell Squat.mp4","female","Hips","HsvHqgf","dumbbell squat","exact","1.00","true",""
"Lever Horizontal Leg Press.mp4","female","Hips","V07qpXy","lever alternate leg press","gemini","","true",""
"Lever Kneeling Leg Curl.mp4","female","Hips","nnmCTLN","lever kneeling leg curl","exact","1.00","true",""
"Lever Leg Extension.mp4","female","Hips","my33uHU","lever leg extension","exact","1.00","true",""
"Lever Lying Leg Curl.mp4","female","Hips","17lJ1kr","lever lying leg curl","exact","1.00","true",""
"Lever Seated Hip Abduction.mp4","female","Hips","CHpahtl","lever seated hip abduction","exact","1.00","true",""
"Lever Seated Hip Adduction.mp4","female","Hips","oHsrypV","lever seated hip adduction","exact","1.00","true",""
"Lever Seated Leg Curl.mp4","female","Hips","Zg3XY7P","lever seated leg curl","exact","1.00","true",""
"Lever Standing Hip Extension.mp4","female","Hips","OPqShYN","lever hip extension v. 2","gemini","","true",""
"Lever Standing Rear Kick.mp4","female","Hips","","","unmatched","","",""
"Rear Decline Bridge.mp4","female","Hips","UpAlold","rear decline bridge","exact","1.00","true",""
"Sled 45 Degree Leg Wide Press.mp4","female","Hips","tj41Nu6","sled 45в° leg wide press","gemini","","true",""
"Sled Hack Squat.mp4","female","Hips","Qa55kX1","sled hack squat","exact","1.00","true",""
"Smith Chair Squat.mp4","female","Hips","Gu2rNJd","smith chair squat","exact","1.00","true",""
"Smith Leg Press.mp4","female","Hips","7zdxRTl","smith leg press","exact","1.00","true",""
"Squat.mp4","female","Hips","75Bgtjy","potty squat","gemini","","true",""
"Stretching - Adductor stretch.mp4","female","Hips","","","unmatched","","",""
"Stretching - All Fours Squad Stretch.mp4","female","Hips","qBcKorM","all fours squad stretch","gemini","","true",""
"Stretching - Boat Stretch.mp4","female","Hips","","","unmatched","","",""
"Stretching - Ceiling Look Stretch.mp4","female","Hips","","","unmatched","","",""
"Stretching - Crossover Kneeling Hip Flexor Stretch.mp4","female","Hips","tFGKm99","intermediate hip flexor and quad stretch","gemini","","true",""
"Stretching - Hamstring Stretch.mp4","female","Hips","sU5BrfP","leg up hamstring stretch","gemini","","true",""
"Stretching - Hip Circles Stretch.mp4","female","Hips","","","unmatched","","",""
"Stretching - Hip Extension Stretch.mp4","female","Hips","u27Kcdz","bench hip extension","gemini","","true",""
"Stretching - Hip Flexor and Quad Stretch.mp4","female","Hips","tFGKm99","intermediate hip flexor and quad stretch","gemini","","true",""
"Stretching - Hip Flexor Stretch Rear foot elevated.mp4","female","Hips","tFGKm99","intermediate hip flexor and quad stretch","gemini","","false","Command failed: npx wrangler r2 object put fitai-media/exercise-video/tFGKm99-female.mp4 --file D:\FitAi\FitAI\.claude\worktrees\agent-a3928ac4b1237e5ec\scripts\.tmp_transcoded\tFGKm99-female.mp4 --remote [31m✘ [41;31m[[41;97mERROR[41;31m][0m [1mThe file ""D:\FitAi\FitAI\.claude\worktrees\agent"
"Stretching - Knee Raise.mp4","female","Hips","","","unmatched","","",""
"Stretching - Quadriceps lying stretch.mp4","female","Hips","YUYAMEj","assisted prone lying quads stretch","gemini","","true",""
"Stretching - Quadriceps stretch.mp4","female","Hips","","","unmatched","","",""
"Stretching - Runners Stretch.mp4","female","Hips","0mB6wHO","runners stretch","gemini","","true",""
"Weighted Sissy Squat.mp4","female","Hips","0lQnxMZ","weighted sissy squat","exact","1.00","true",""
"Ball Sit-up (on stability ball).mp4","female","mix","","","unmatched","","",""
"Bent knee Lying  twist (On Stability Ball).mp4","female","mix","6sYyrRX","bent knee lying twist (male)","exact","1.00","true",""
"Chest Lift with Rotation.mp4","female","mix","","","unmatched","","",""
"Corkscrew Pilates.mp4","female","mix","","","unmatched","","",""
"Crunch (leg raise).mp4","female","mix","crunch","Crunch","gemini","","true",""
"Crunch (legs on stability ball).mp4","female","mix","MCUhf1F","crunch (on stability ball)","gemini","","true",""
"Crunch (straight leg up).mp4","female","mix","","","unmatched","","",""
"Crunch Floor (female).mp4","female","mix","TFqbd8t","crunch floor","exact","1.00","true",""
"Front Plank (female).mp4","female","mix","plank","Plank","gemini","","true",""
"Hip Raise Bridge.mp4","female","mix","","","unmatched","","",""
"Hundred Pilates.mp4","female","mix","","","unmatched","","",""
"Jack knife Floor.mp4","female","mix","7aVz15j","triceps dips floor","gemini","","true",""
"Jack Split Crunches.mp4","female","mix","","","unmatched","","",""
"JackKnife Pilates.mp4","female","mix","mbkgB44","jackknife sit-up","gemini","","true",""
"Leg Curl (on stability ball).mp4","female","mix","leg_curl","Leg Curl","gemini","","true",""
"Leg Raise Hip Lift.mp4","female","mix","9IxJdtC","lying leg-hip raise","gemini","","true",""
"Lying Hip Lift (on stability ball).mp4","female","mix","","","unmatched","","",""
"Lying Scissor Kick (female).mp4","female","mix","","","unmatched","","",""
"Medicine Ball Sit-up (wall).mp4","female","mix","","","unmatched","","",""
"Reverse Crunch (female).mp4","female","mix","nCU1Ekp","reverse crunch","exact","1.00","true",""
"Rotate Push up (female).mp4","female","mix","","","unmatched","","",""
"Russian Twist (on stability ball arms straight).mp4","female","mix","XVDdcoj","russian twist","exact","1.00","true",""
"Seated Twist (on stability ball).mp4","female","mix","s34Y4LR","weighted seated twist (on stability ball)","gemini","","true",""
"Seated Twist (straight arm).mp4","female","mix","2jl9K55","spine twist","gemini","","true",""
"Side Bend (on stability ball).mp4","female","mix","6bOA1Oi","weighted side bend (on stability ball)","gemini","","true",""
"Sit Up.mp4","female","mix","mbkgB44","jackknife sit-up","gemini","","true",""
"Weighted Leg Extension Crunch.mp4","female","mix","","","unmatched","","",""
"Weighted Lying Twist.mp4","female","mix","","","unmatched","","",""
"Band Bent-over Rear Lateral Raise.mp4","female","Shoulders","","","unmatched","","",""
"Band One Arm Forward Raise.mp4","female","Shoulders","","","unmatched","","",""
"Barbell Front Raise.mp4","female","Shoulders","b2Uoz54","barbell front raise","exact","1.00","true",""
"Barbell Seated Behind Head Military Press.mp4","female","Shoulders","ngPpyRS","barbell seated behind head military press","exact","1.00","true",""
"Barbell Upright Row (wide-grip).mp4","female","Shoulders","UDlhcO8","barbell upright row","exact","1.00","true",""
"Cable Crossover Reverse Fly.mp4","female","Shoulders","PQcUlDi","cable supine reverse fly","gemini","","true",""
"Cable Front Raise.mp4","female","Shoulders","u2X71Np","cable front raise","exact","1.00","true",""
"Cable Lateral Raise.mp4","female","Shoulders","goJ6ezq","cable lateral raise","exact","1.00","true",""
"Cable One Arm Forward Raise.mp4","female","Shoulders","hvHhCv8","cable forward raise","gemini","","true",""
"Cable One Arm Lateral Raise.mp4","female","Shoulders","wEulIzp","cable one arm lateral raise","exact","1.00","true",""
"Cable Rear Delt Row (with rope).mp4","female","Shoulders","wqNPGCg","cable rear delt row (with rope)","gemini","","true",""
"Dumbbell Alternate Shoulder Press.mp4","female","Shoulders","q7qkONO","dumbbell seated alternate shoulder","gemini","","true",""
"Dumbbell Arnold Press.mp4","female","Shoulders","Xy4jlWA","dumbbell arnold press","exact","1.00","true",""
"Dumbbell Bench Seated Press.mp4","female","Shoulders","3d7wHyd","dumbbell bench seated press","exact","1.00","true",""
"Dumbbell Front Raise.mp4","female","Shoulders","3eGE2JC","dumbbell front raise","exact","1.00","true",""
"Dumbbell Incline Hammer Press.mp4","female","Shoulders","PG1kcIb","dumbbell incline hammer press","exact","1.00","true",""
"Dumbbell Iron Cross.mp4","female","Shoulders","cALkHHX","dumbbell iron cross","exact","1.00","true",""
"Dumbbell Lateral Raise.mp4","female","Shoulders","DsgkuIt","dumbbell lateral raise","exact","1.00","true",""
"Dumbbell One Arm Lateral Raise.mp4","female","Shoulders","n5cWCsI","dumbbell one arm lateral raise","exact","1.00","true",""
"Dumbbell Rear Delt Row.mp4","female","Shoulders","EKXOMEh","dumbbell rear delt row_shoulder","gemini","","true",""
"Dumbbell Rear Lateral Raise.mp4","female","Shoulders","v1qBec9","dumbbell rear lateral raise","gemini","","true",""
"Dumbbell Seated Front Raise.mp4","female","Shoulders","Ys97II0","dumbbell seated front raise","exact","1.00","true",""
"Dumbbell Seated Lateral Raise.mp4","female","Shoulders","hxyTtWj","dumbbell seated lateral raise","exact","1.00","true",""
"EZ Barbell Anti Gravity Press.mp4","female","Shoulders","fprd84i","ez barbell anti gravity press","exact","1.00","true",""
"Lever Lateral Raise.mp4","female","Shoulders","dRTfGZT","lever lateral raise","exact","1.00","true",""
"Lever Military Press.mp4","female","Shoulders","CggQhII","lever military press","exact","1.00","true",""
"Lever Seated Reverse Fly.mp4","female","Shoulders","myfUsKf","lever seated reverse fly","gemini","","true",""
"Military Press.mp4","female","Shoulders","","","unmatched","","",""
"Smith Seated Shoulder Press.mp4","female","Shoulders","xUwnBMT","smith seated shoulder press","exact","1.00","true",""
"Stretching - Band Warm-up Shoulder Stretch.mp4","female","Shoulders","","","unmatched","","",""
"Stretching - Rear Deltoid Stretch.mp4","female","Shoulders","xifhB5W","rear deltoid stretch","gemini","","true",""
"Stretching - Seated Shoulder Flexor Depresor Retractor.mp4","female","Shoulders","8coXSYU","roller seated shoulder flexor depresor retractor","gemini","","true",""
"Barbell Rear Delt Raise.mp4","female","Trapezius","Ln9iTbU","barbell rear delt raise","exact","1.00","true",""
"Barbell Shrug.mp4","female","Trapezius","dG7tG5y","barbell shrug","exact","1.00","true",""
"Dumbbell Incline Shrug.mp4","female","Trapezius","JymLInS","dumbbell incline shrug","exact","1.00","true",""
"Dumbbell Shrug.mp4","female","Trapezius","NJzBsGJ","dumbbell shrug","exact","1.00","true",""
"Lever Shrug.mp4","female","Trapezius","ZZKbeMw","lever shrug","exact","1.00","true",""
"Scapula Dips.mp4","female","Trapezius","7xeukSt","scapula dips","exact","1.00","true",""
"Stretching - Neck Side Stretch.mp4","female","Trapezius","x2chWLO","neck side stretch","gemini","","true",""
"Band Overhead Triceps Extension.mp4","female","Triceps","","","unmatched","","",""
"Band Side Triceps Pushdown.mp4","female","Triceps","obe5LMq","band side triceps extension","gemini","","true",""
"Band Triceps Pushdown.mp4","female","Triceps","9tvVVM9","flexible cable triceps pushdown (v-bar)","gemini","","true",""
"Bench Dips.mp4","female","Triceps","gtO1ErP","weighted three bench dips","gemini","","true",""
"Cable Lying Triceps Extension.mp4","female","Triceps","uxJcFUU","cable lying triceps extension v. 2","near_exact","1.00","true",""
"Cable Overhead Triceps Extension (rope attachment).mp4","female","Triceps","2IxROQ1","cable overhead triceps extension (rope attachment)","exact","1.00","true",""
"Cable Pushdown (rope attachment).mp4","female","Triceps","dU605di","cable pushdown (with rope attachment)","gemini","","true",""
"Cable Rope High Pulley Overhead Triceps Extension.mp4","female","Triceps","NN8nSNT","cable rope high pulley overhead tricep extension","gemini","","true",""
"Cable Standing One Arm Triceps Extension.mp4","female","Triceps","sYCcnon","cable standing one arm triceps extension","exact","1.00","true",""
"Cable Triceps Pushdown.mp4","female","Triceps","gAwDzB3","cable triceps pushdown (v-bar)","gemini","","true",""
"Close Grip Push-ups.mp4","female","Triceps","x6KpKpq","close-grip push-up","gemini","","true",""
"Dumbbell Close Grip Press.mp4","female","Triceps","7jGOBF3","dumbbell close grip press","gemini","","true",""
"Dumbbell Incline Triceps Extension.mp4","female","Triceps","OVIKwsd","dumbbell incline triceps extension","exact","1.00","true",""
"Dumbbell Kickback.mp4","female","Triceps","W6PxUkg","dumbbell kickback","exact","1.00","true",""
"Dumbbell Lying Alternate Extension.mp4","female","Triceps","NfP83rA","dumbbell lying alternate extension","exact","1.00","true",""
"Dumbbell Lying Triceps Extension.mp4","female","Triceps","mpKZGWz","dumbbell lying triceps extension","exact","1.00","true",""
"Dumbbell One Arm Triceps Extension.mp4","female","Triceps","nAuHPcD","dumbbell one arm triceps extension (on bench)","exact","1.00","true",""
"Dumbbell Pronate-grip Triceps Extension.mp4","female","Triceps","bpJL2Qs","dumbbell pronate-grip triceps extension","gemini","","true",""
"Dumbbell Seated Kickback.mp4","female","Triceps","en550rk","dumbbell seated kickback","exact","1.00","true",""
"Dumbbell Seated Triceps Extension.mp4","female","Triceps","kont8Ut","dumbbell seated triceps extension","exact","1.00","true",""
"EZ Barbell Lying Triceps Extension.mp4","female","Triceps","iZop9xO","barbell lying triceps extension","gemini","","true",""
"Lever Seated Dips.mp4","female","Triceps","BRImeP8","lever seated dip","gemini","","true",""
"Lever Triceps Extension (neutral grip).mp4","female","Triceps","Ser9eQp","lever triceps extension","exact","1.00","true",""
"Lever Triceps Extension.mp4","female","Triceps","Ser9eQp","lever triceps extension","exact","1.00","false","Command failed: npx wrangler r2 object put fitai-media/exercise-poster/Ser9eQp-female.jpg --file D:\FitAi\FitAI\.claude\worktrees\agent-a3928ac4b1237e5ec\scripts\.tmp_transcoded\Ser9eQp-female.jpg --remote [31m✘ [41;31m[[41;97mERROR[41;31m][0m [1mThe file ""D:\FitAi\FitAI\.claude\worktrees\agen"
"Old School Reverse Extensions.mp4","female","Triceps","","","unmatched","","",""
"Stretching - Kneeling Triceps Extension.mp4","female","Triceps","s0HKO2I","bodyweight kneeling triceps extension","gemini","","true",""
"Stretching - Reverse Dip.mp4","female","Triceps","NZ5Qqkz","reverse dip","gemini","","true",""
