src/components/advanced/Camera.tsx(66,3): error TS2339: Property 'visible' does not exist on type 'CameraProps'.
src/features/nutrition/IngredientMapper.ts(75,28): error TS2339: Property 'macros' does not exist on type 'Food'.
src/features/nutrition/NutritionEngine.ts(45,50): error TS2339: Property 'generatePersonalizedMeal' does not exist on type 'NutritionAnalyzerStub'.
src/features/nutrition/NutritionEngine.ts(169,5): error TS2739: Type '{ id: string; type: "breakfast" | "lunch" | "dinner" | "snack"; name: string; items: MealItem[]; totalCalories: number; totalMacros: { protein: number; carbohydrates: number; fat: number; fiber: number; }; tags: string[]; isPersonalized: true; aiGenerated: false; scheduledTime: string; }' is missing the following properties from type 'Meal': createdAt, updatedAt
src/features/nutrition/NutritionEngine.ts(222,59): error TS2367: This comparison appears to be unintentional because the types 'FoodCategory' and '"protein"' have no overlap.
src/features/nutrition/NutritionEngine.ts(230,43): error TS2345: Argument of type '"gluten"' is not assignable to parameter of type 'Allergen'.
src/features/nutrition/NutritionEngine.ts(364,78): error TS2345: Argument of type 'string' is not assignable to parameter of type 'DietaryLabel'.
src/features/nutrition/NutritionEngine.ts(368,49): error TS2339: Property 'calories' does not exist on type 'Food'.
src/features/nutrition/NutritionEngine.ts(371,49): error TS2339: Property 'macros' does not exist on type 'Food'.
src/features/nutrition/NutritionEngine.ts(394,9): error TS2322: Type 'Food | null' is not assignable to type 'Food | undefined'.
src/features/nutrition/NutritionEngine.ts(438,43): error TS2345: Argument of type '"gluten"' is not assignable to parameter of type 'Allergen'.
src/features/workouts/WorkoutEngine.ts(16,3): error TS2305: Module '"../../types/ai"' has no exported member 'AIGenerationContext'.
src/features/workouts/WorkoutEngine.ts(108,54): error TS2363: The right-hand side of an arithmetic operation must be of type 'any', 'number', 'bigint' or an enum type.
src/features/workouts/WorkoutEngine.ts(226,9): error TS2322: Type 'Exercise | null' is not assignable to type 'Exercise | undefined'.
src/features/workouts/WorkoutEngine.ts(328,24): error TS2322: Type 'string | number' is not assignable to type 'string'.
src/hooks/index.ts(4,27): error TS2307: Cannot find module './useCamera' or its corresponding type declarations.
src/hooks/index.ts(5,32): error TS2307: Cannot find module './useOfflineSync' or its corresponding type declarations.
src/hooks/index.ts(6,32): error TS2307: Cannot find module './usePerformance' or its corresponding type declarations.
src/hooks/useHealthKitSync.ts(37,56): error TS2339: Property 'metrics' does not exist on type 'unknown'.
src/hooks/useHealthKitSync.ts(38,51): error TS2339: Property 'settings' does not exist on type 'unknown'.
src/hooks/useHealthKitSync.ts(122,55): error TS2339: Property 'shouldSync' does not exist on type 'HealthKitService'.
src/hooks/useHealthKitSync.ts(212,35): error TS2339: Property 'getHealthSummary' does not exist on type 'HealthKitService'.
src/hooks/useHealthKitSync.ts(328,9): error TS7006: Parameter 'workout' implicitly has an 'any' type.
src/index.ts(23,1): error TS2308: Module './utils' has already exported a member named 'ResponsiveTheme'. Consider explicitly re-exporting to resolve the ambiguity.
src/index.ts(26,1): error TS2308: Module './services' has already exported a member named 'ApiError'. Consider explicitly re-exporting to resolve the ambiguity.
src/index.ts(26,1): error TS2308: Module './services' has already exported a member named 'ApiResponse'. Consider explicitly re-exporting to resolve the ambiguity.
src/navigation/index.ts(4,30): error TS2307: Cannot find module './AppNavigator' or its corresponding type declarations.
src/navigation/index.ts(5,37): error TS2307: Cannot find module './OnboardingNavigator' or its corresponding type declarations.
src/navigation/index.ts(6,34): error TS2307: Cannot find module './MainTabNavigator' or its corresponding type declarations.
src/screens/cooking/CookingSessionScreen.tsx(312,57): error TS2339: Property 'name' does not exist on type 'MealItem'.
src/screens/cooking/CookingSessionScreen.tsx(315,60): error TS2339: Property 'name' does not exist on type 'MealItem'.
src/screens/cooking/CookingSessionScreen.tsx(316,35): error TS2551: Property 'ingredientCalories' does not exist on type '{ container: { flex: number; backgroundColor: string; }; header: { flexDirection: "row"; alignItems: "center"; paddingHorizontal: number; paddingVertical: number; backgroundColor: string; borderBottomWidth: number; borderBottomColor: string; }; ... 70 more ...; completedStepButton: { ...; }; }'. Did you mean 'ingredientsList'?
src/screens/demo/AdvancedComponentsDemo.tsx(4,25): error TS2305: Module '"../../components/charts"' has no exported member 'NutritionChart'.
src/screens/demo/AdvancedComponentsDemo.tsx(4,41): error TS2305: Module '"../../components/charts"' has no exported member 'WorkoutIntensityChart'.
src/screens/details/ExerciseDetail.tsx(309,11): error TS2322: Type '(() => void) | undefined' is not assignable to type '() => void'.
src/screens/details/MealDetail.tsx(12,10): error TS2305: Module '"../../components/charts"' has no exported member 'NutritionChart'.
src/screens/details/MealDetail.tsx(272,13): error TS2322: Type '(() => void) | undefined' is not assignable to type '() => void'.
src/screens/details/MealDetail.tsx(278,13): error TS2322: Type '(() => void) | undefined' is not assignable to type '() => void'.
src/screens/details/MealDetail.tsx(280,13): error TS2322: Type '({ flex: number; } | { borderColor: string; })[]' is not assignable to type 'ViewStyle'.
src/screens/details/WorkoutDetail.tsx(232,11): error TS2322: Type '(() => void) | undefined' is not assignable to type '() => void'.
src/screens/diet/index.ts(4,31): error TS2307: Cannot find module './MealLogScreen' or its corresponding type declarations.
src/screens/diet/index.ts(5,35): error TS2307: Cannot find module './FoodDetailsScreen' or its corresponding type declarations.
src/screens/diet/index.ts(6,33): error TS2307: Cannot find module './NutritionScreen' or its corresponding type declarations.
src/screens/main/analytics/TrendCharts.tsx(587,55): error TS2339: Property 'xs' does not exist on type '{ sm: number; md: number; lg: number; xl: number; xxl: number; full: number; }'.
src/screens/main/analytics/TrendCharts.tsx(588,56): error TS2339: Property 'xs' does not exist on type '{ sm: number; md: number; lg: number; xl: number; xxl: number; full: number; }'.
src/screens/main/AnalyticsScreen.tsx(203,15): error TS2322: Type '{ weight: { current: number; change: number | undefined; trend: "stable" | "up" | "down" | undefined; } | undefined; calories: { burned: number; change: undefined; trend: undefined; }; workouts: { ...; }; streak: { ...; }; }' is not assignable to type 'MetricData'.
src/screens/main/diet/DietQuickActions.tsx(107,40): error TS2322: Type 'false | { opacity: number; } | undefined' is not assignable to type 'ViewStyle'.
src/screens/main/diet/MealPlanGenerator.tsx(56,34): error TS2322: Type '"medium"' is not assignable to type '"light" | "heavy" | "default" | undefined'.
src/screens/main/diet/WeekDaySelector.tsx(95,17): error TS2322: Type 'false | { backgroundColor: string; borderColor: string; }' is not assignable to type 'ViewStyle'.
src/screens/main/diet/WeekDaySelector.tsx(96,17): error TS2322: Type 'false | { borderColor: string; borderWidth: number; }' is not assignable to type 'ViewStyle'.
src/screens/main/DietScreen.tsx(141,31): error TS2339: Property 'macroTargets' does not exist on type 'NutritionGoals'.
src/screens/main/DietScreen.tsx(145,31): error TS2339: Property 'macroTargets' does not exist on type 'NutritionGoals'.
src/screens/main/DietScreen.tsx(149,31): error TS2339: Property 'macroTargets' does not exist on type 'NutritionGoals'.
src/screens/main/DietScreen.tsx(398,9): error TS2345: Argument of type 'DietPreferences | { dietType: string; allergies: string[]; cuisinePreferences: never[]; restrictions: never[]; cookingSkill: "intermediate"; mealPrepTime: "moderate"; dislikes: string[]; }' is not assignable to parameter of type 'DietPreferences'.
src/screens/main/DietScreen.tsx(440,52): error TS2339: Property 'assessProductHealth' does not exist on type 'NutritionAnalyzerStub'.
src/screens/main/DietScreen.tsx(544,39): error TS2339: Property 'planTitle' does not exist on type 'WeeklyMealPlan'.
src/screens/main/DietScreen.tsx(560,13): error TS2322: Type '"barcode" | "photo"' is not assignable to type '"progress" | "barcode" | "food"'.
src/screens/main/DietScreenNew.tsx(140,31): error TS2339: Property 'macroTargets' does not exist on type 'NutritionGoals'.
src/screens/main/DietScreenNew.tsx(144,31): error TS2339: Property 'macroTargets' does not exist on type 'NutritionGoals'.
src/screens/main/DietScreenNew.tsx(148,31): error TS2339: Property 'macroTargets' does not exist on type 'NutritionGoals'.
src/screens/main/DietScreenNew.tsx(376,9): error TS2345: Argument of type 'DietPreferences | { dietType: string; allergies: string[]; cuisinePreferences: never[]; restrictions: never[]; cookingSkill: "intermediate"; mealPrepTime: "moderate"; dislikes: string[]; }' is not assignable to parameter of type 'DietPreferences'.
src/screens/main/DietScreenNew.tsx(418,52): error TS2339: Property 'assessProductHealth' does not exist on type 'NutritionAnalyzerStub'.
src/screens/main/DietScreenNew.tsx(524,39): error TS2339: Property 'planTitle' does not exist on type 'WeeklyMealPlan'.
src/screens/main/DietScreenNew.tsx(540,13): error TS2322: Type '"barcode" | "photo"' is not assignable to type '"progress" | "barcode" | "food"'.
src/screens/main/fitness/WeeklyPlanOverview.tsx(46,32): error TS2339: Property 'totalEstimatedCalories' does not exist on type 'WeeklyWorkoutPlan'.
src/screens/main/fitness/WeeklyPlanOverview.tsx(47,27): error TS2339: Property 'restDays' does not exist on type 'WeeklyWorkoutPlan'.
src/screens/main/fitness/WeeklyPlanOverview.tsx(62,50): error TS2339: Property 'dayOfWeek' does not exist on type 'Workout'.
src/screens/main/fitness/WeeklyPlanOverview.tsx(63,28): error TS2339: Property 'restDays' does not exist on type 'WeeklyWorkoutPlan'.
src/screens/main/fitness/WeeklyPlanOverview.tsx(84,68): error TS2339: Property 'planTitle' does not exist on type 'WeeklyWorkoutPlan'.
src/screens/main/fitness/WeeklyPlanOverview.tsx(85,53): error TS2339: Property 'duration' does not exist on type 'WeeklyWorkoutPlan'.
src/screens/main/FitnessScreen.tsx(112,53): error TS2339: Property 'dayOfWeek' does not exist on type 'Workout'.
src/screens/main/FitnessScreen.tsx(117,29): error TS2339: Property 'restDays' does not exist on type 'WeeklyWorkoutPlan'.
src/screens/main/FitnessScreen.tsx(119,30): error TS2339: Property 'restDays' does not exist on type 'WeeklyWorkoutPlan'.
src/screens/main/FitnessScreen.tsx(179,52): error TS2339: Property 'dayOfWeek' does not exist on type 'Workout'.
src/screens/main/FitnessScreen.tsx(234,26): error TS2345: Argument of type 'Workout' is not assignable to parameter of type 'DayWorkout'.
src/screens/main/FitnessScreen.tsx(270,26): error TS2345: Argument of type 'Workout' is not assignable to parameter of type 'DayWorkout'.
src/screens/main/FitnessScreen.tsx(286,26): error TS2345: Argument of type 'Workout' is not assignable to parameter of type 'DayWorkout'.
src/screens/main/FitnessScreen.tsx(299,27): error TS2339: Property 'planTitle' does not exist on type 'WeeklyWorkoutPlan'.
src/screens/main/FitnessScreen.tsx(300,30): error TS2339: Property 'planDescription' does not exist on type 'WeeklyWorkoutPlan'.
src/screens/main/FitnessScreen.tsx(300,141): error TS2339: Property 'restDays' does not exist on type 'WeeklyWorkoutPlan'.
src/screens/main/FitnessScreen.tsx(333,60): error TS2339: Property 'planTitle' does not exist on type 'WeeklyWorkoutPlan'.
src/screens/main/FitnessScreen.tsx(379,19): error TS2322: Type 'Workout | null' is not assignable to type 'DayWorkout | null'.
src/screens/main/GuestSignUpScreen.tsx(4,22): error TS2307: Cannot find module 'react-native-vector-icons/Ionicons' or its corresponding type declarations.
src/screens/main/GuestSignUpScreen.tsx(259,49): error TS2322: Type 'false | { opacity: number; }' is not assignable to type 'ViewStyle'.
src/screens/main/GuestSignUpScreen.tsx(285,15): error TS2322: Type '{ label: string; placeholder: string; value: string; onChangeText: (value: string) => void; keyboardType: "email-address"; autoCapitalize: string; error: string | undefined; }' is not assignable to type 'IntrinsicAttributes & InputProps'.
src/screens/main/home/QuickActions.tsx(46,38): error TS2322: Type 'false | { opacity: number; } | undefined' is not assignable to type 'ViewStyle'.
src/screens/main/HomeScreen.tsx(315,43): error TS2339: Property 'isRestDay' does not exist on type 'Workout'.
src/screens/main/HomeScreen.tsx(316,36): error TS2339: Property 'completed' does not exist on type 'Workout'.
src/screens/main/HomeScreen.tsx(317,29): error TS2339: Property 'isRestDay' does not exist on type 'Workout'.
src/screens/main/HomeScreen.tsx(400,17): error TS2322: Type '{ workout: DayWorkout | null; hasWorkout: boolean; isCompleted: boolean; hasWeeklyPlan: boolean; isRestDay: boolean; workoutType: string; dayStatus: string; }' is not assignable to type 'WorkoutInfo'.
src/screens/main/HomeScreenIntegrationExample.tsx(80,15): error TS2322: Type '{ flexDirection: "row"; flexWrap: "wrap"; justifyContent: string; }' is not assignable to type 'StyleProp<ViewStyle>'.
src/screens/main/HomeScreenIntegrationExample.tsx(116,17): error TS2322: Type '{ flexDirection: "row"; justifyContent: string; }' is not assignable to type 'StyleProp<ViewStyle>'.
src/screens/main/HomeScreenIntegrationExample.tsx(217,9): error TS2322: Type '{ backgroundColor: string; padding: number; borderRadius: number; width: string; marginBottom: number; alignItems: "center"; }' is not assignable to type 'StyleProp<ViewStyle>'.
src/screens/main/HomeScreenIntegrationExample.tsx(239,9): error TS2322: Type '{ flexDirection: "row"; justifyContent: string; paddingVertical: number; }' is not assignable to type 'StyleProp<ViewStyle>'.
src/screens/main/index.ts(5,31): error TS2307: Cannot find module './WorkoutScreen' or its corresponding type declarations.
src/screens/main/profile/ProfileHeader.tsx(64,6): error TS2322: Type '{ children: Element; style: { paddingTop: number; paddingBottom: number; paddingHorizontal: number; }; colors: string[]; locations: number[] | undefined; start: { x: number; y: number; } | undefined; end: { ...; } | undefined; }' is not assignable to type 'Readonly<LinearGradientProps>'.
src/screens/main/ProfileScreen.tsx(99,11): error TS2339: Property 'unlockedAchievements' does not exist on type 'AchievementStore'.
src/screens/main/ProfileScreen.tsx(124,42): error TS2339: Property 'name' does not exist on type 'AuthUser'.
src/screens/main/ProfileScreen.tsx(129,15): error TS2339: Property 'createdAt' does not exist on type 'AuthUser'.
src/screens/main/ProfileScreen.tsx(130,28): error TS2339: Property 'createdAt' does not exist on type 'AuthUser'.
src/screens/main/ProfileScreen.tsx(157,9): error TS2532: Object is possibly 'undefined'.
src/screens/main/ProfileScreen.tsx(175,33): error TS2339: Property 'providerData' does not exist on type 'AuthUser'.
src/screens/main/ProfileScreen.tsx(225,30): error TS2554: Expected 2 arguments, but got 1.
src/screens/main/ProfileScreen.tsx(313,17): error TS2367: This comparison appears to be unintentional because the types 'SubscriptionStatus' and 'string' have no overlap.
src/screens/main/ProfileScreen.tsx(315,11): error TS2367: This comparison appears to be unintentional because the types 'SubscriptionStatus' and 'string' have no overlap.
src/screens/main/ProfileScreen.tsx(318,13): error TS2367: This comparison appears to be unintentional because the types 'SubscriptionStatus' and 'string' have no overlap.
src/screens/main/ProfileScreen.tsx(320,14): error TS2367: This comparison appears to be unintentional because the types 'SubscriptionStatus' and 'string' have no overlap.
src/screens/main/ProfileScreen.tsx(679,40): error TS2322: Type '"strong"' is not assignable to type '"light" | "heavy" | "default" | undefined'.
src/screens/main/ProfileScreen.tsx(728,11): error TS2322: Type 'SubscriptionStatus' is not assignable to type 'string'.
src/screens/main/ProgressScreen.tsx(449,51): error TS2322: Type 'false | { backgroundColor: string; }' is not assignable to type 'ViewStyle'.
src/screens/main/ProgressScreen.tsx(588,25): error TS2322: Type 'false | { backgroundColor: string; }' is not assignable to type 'ViewStyle'.
src/screens/main/ProgressScreen.tsx(890,27): error TS7053: Element implicitly has an 'any' type because expression of type '`rarity${string}`' can't be used to index type '{ container: { flex: number; backgroundColor: string; }; scrollView: { flex: number; }; header: { flexDirection: "row"; justifyContent: "space-between"; alignItems: "center"; paddingHorizontal: number; paddingTop: number; paddingBottom: number; }; ... 118 more ...; emptyModalSubtext: { ...; }; }'.
src/screens/main/ProgressScreen.tsx(919,76): error TS2339: Property 'totalWorkouts' does not exist on type 'ProgressStats'.
src/screens/main/ProgressScreen.tsx(928,42): error TS2339: Property 'totalDuration' does not exist on type 'ProgressStats'.
src/screens/main/ProgressScreen.tsx(929,57): error TS2339: Property 'totalDuration' does not exist on type 'ProgressStats'.
src/screens/main/ProgressScreen.tsx(938,40): error TS2339: Property 'totalCalories' does not exist on type 'ProgressStats'.
src/screens/main/ProgressScreen.tsx(946,65): error TS2339: Property 'currentStreak' does not exist on type 'ProgressStats'.
src/screens/main/ProgressScreen.tsx(1379,3): error TS1117: An object literal cannot have multiple properties with the same name.
src/screens/main/ProgressScreen.tsx(1386,3): error TS1117: An object literal cannot have multiple properties with the same name.
src/screens/main/ProgressScreen.tsx(1634,35): error TS2339: Property 'textTertiary' does not exist on type '{ primary: string; primaryDark: string; primaryLight: string; secondary: string; secondaryDark: string; secondaryLight: string; background: string; backgroundSecondary: string; backgroundTertiary: string; ... 15 more ...; borderLight: string; }'.
src/screens/main/ProgressScreen.tsx(1666,35): error TS2339: Property 'textTertiary' does not exist on type '{ primary: string; primaryDark: string; primaryLight: string; secondary: string; secondaryDark: string; secondaryLight: string; background: string; backgroundSecondary: string; backgroundTertiary: string; ... 15 more ...; borderLight: string; }'.
src/screens/main/ProgressScreen.tsx(1737,3): error TS1117: An object literal cannot have multiple properties with the same name.
src/screens/main/ProgressScreen.tsx(1750,35): error TS2339: Property 'textTertiary' does not exist on type '{ primary: string; primaryDark: string; primaryLight: string; secondary: string; secondaryDark: string; secondaryLight: string; background: string; backgroundSecondary: string; backgroundTertiary: string; ... 15 more ...; borderLight: string; }'.
src/screens/main/ProgressScreen.tsx(1770,35): error TS2339: Property 'textTertiary' does not exist on type '{ primary: string; primaryDark: string; primaryLight: string; secondary: string; secondaryDark: string; secondaryLight: string; background: string; backgroundSecondary: string; backgroundTertiary: string; ... 15 more ...; borderLight: string; }'.
src/screens/onboarding/DietPreferencesScreen.tsx(306,21): error TS2322: Type '(false | { marginBottom: number; } | { borderColor: string; backgroundColor: string; })[]' is not assignable to type 'ViewStyle'.
src/screens/onboarding/FitnessGoalsScreen.tsx(371,46): error TS2339: Property 'primary' does not exist on type 'string'.
src/screens/onboarding/FitnessGoalsScreen.tsx(389,30): error TS2339: Property 'primary' does not exist on type 'string'.
src/screens/onboarding/FitnessGoalsScreen.tsx(394,30): error TS2339: Property 'secondary' does not exist on type 'string'.
src/screens/onboarding/FitnessGoalsScreen.tsx(403,30): error TS2339: Property 'primary' does not exist on type 'string'.
src/screens/onboarding/FitnessGoalsScreen.tsx(408,30): error TS2339: Property 'secondary' does not exist on type 'string'.
src/screens/onboarding/FitnessGoalsScreen.tsx(423,46): error TS2339: Property 'secondary' does not exist on type 'string'.
src/screens/onboarding/FitnessGoalsScreen.tsx(437,30): error TS2339: Property 'primary' does not exist on type 'string'.
src/screens/onboarding/FitnessGoalsScreen.tsx(446,30): error TS2339: Property 'tertiary' does not exist on type 'string'.
src/screens/onboarding/FitnessGoalsScreen.tsx(462,46): error TS2339: Property 'secondary' does not exist on type 'string'.
src/screens/onboarding/FitnessGoalsScreen.tsx(476,30): error TS2339: Property 'primary' does not exist on type 'string'.
src/screens/onboarding/FitnessGoalsScreen.tsx(485,30): error TS2339: Property 'tertiary' does not exist on type 'string'.
src/screens/onboarding/LoginScreen.tsx(9,39): error TS2307: Cannot find module '../../utils/quickGoogleTest' or its corresponding type declarations.
src/screens/onboarding/LoginScreen.tsx(118,25): error TS18048: 'result.user' is possibly 'undefined'.
src/screens/onboarding/LoginScreen.tsx(130,25): error TS18048: 'result.user' is possibly 'undefined'.
src/screens/onboarding/LoginScreen.tsx(438,15): error TS2322: Type '{ label: string; placeholder: string; value: string; onChangeText: (value: string) => void; keyboardType: "email-address"; autoCapitalize: string; error: string | undefined; }' is not assignable to type 'IntrinsicAttributes & InputProps'.
src/screens/onboarding/OnboardingContainer.tsx(356,16): error TS2554: Expected 0 arguments, but got 1.
src/screens/onboarding/OnboardingContainer.tsx(507,68): error TS2304: Cannot find name 'fitnessGoals'.
src/screens/onboarding/OnboardingContainer.tsx(507,99): error TS2304: Cannot find name 'fitnessGoals'.
src/screens/onboarding/OnboardingFlow.tsx(262,7): error TS2322: Type 'string | undefined' is not assignable to type 'string'.
src/screens/onboarding/OnboardingFlow.tsx(274,9): error TS2322: Type 'DietPreferences | null' is not assignable to type 'DietPreferences | undefined'.
src/screens/onboarding/PersonalInfoScreen.tsx(132,21): error TS2345: Argument of type '{ name: any; email: any; age: string; gender: any; height: string; weight: string; country: any; state: any; region: any; wake_time: any; sleep_time: any; occupation_type: any; }' is not assignable to parameter of type 'SetStateAction<Omit<PersonalInfo, "activityLevel">>'.
src/screens/onboarding/PersonalInfoScreen.tsx(155,10): error TS18048: 'formData.name' is possibly 'undefined'.
src/screens/onboarding/PersonalInfoScreen.tsx(162,26): error TS2345: Argument of type 'number' is not assignable to parameter of type 'string'.
src/screens/onboarding/PersonalInfoScreen.tsx(163,23): error TS2339: Property 'trim' does not exist on type 'number'.
src/screens/onboarding/PersonalInfoScreen.tsx(164,7): error TS2322: Type 'string' is not assignable to type 'number'.
src/screens/onboarding/PersonalInfoScreen.tsx(172,40): error TS2339: Property 'height' does not exist on type 'Omit<PersonalInfo, "activityLevel">'.
src/screens/onboarding/PersonalInfoScreen.tsx(173,19): error TS2339: Property 'height' does not exist on type 'Omit<PersonalInfo, "activityLevel">'.
src/screens/onboarding/PersonalInfoScreen.tsx(174,17): error TS2339: Property 'height' does not exist on type 'Partial<Omit<PersonalInfo, "activityLevel">>'.
src/screens/onboarding/PersonalInfoScreen.tsx(178,40): error TS2339: Property 'weight' does not exist on type 'Omit<PersonalInfo, "activityLevel">'.
src/screens/onboarding/PersonalInfoScreen.tsx(179,19): error TS2339: Property 'weight' does not exist on type 'Omit<PersonalInfo, "activityLevel">'.
src/screens/onboarding/PersonalInfoScreen.tsx(180,17): error TS2339: Property 'weight' does not exist on type 'Partial<Omit<PersonalInfo, "activityLevel">>'.
src/screens/onboarding/PersonalInfoScreen.tsx(357,13): error TS2322: Type 'string | undefined' is not assignable to type 'string'.
src/screens/onboarding/PersonalInfoScreen.tsx(367,17): error TS2322: Type 'number' is not assignable to type 'string'.
src/screens/onboarding/PersonalInfoScreen.tsx(370,17): error TS2322: Type 'number | undefined' is not assignable to type 'string | undefined'.
src/screens/onboarding/PersonalInfoScreen.tsx(406,33): error TS2339: Property 'height' does not exist on type 'Omit<PersonalInfo, "activityLevel">'.
src/screens/onboarding/PersonalInfoScreen.tsx(407,54): error TS2345: Argument of type '"height"' is not assignable to parameter of type '"name" | "state" | "gender" | "first_name" | "last_name" | "email" | "age" | "country" | "region" | "wake_time" | "sleep_time" | "occupation_type"'.
src/screens/onboarding/PersonalInfoScreen.tsx(409,31): error TS2339: Property 'height' does not exist on type 'Partial<Omit<PersonalInfo, "activityLevel">>'.
src/screens/onboarding/PersonalInfoScreen.tsx(417,33): error TS2339: Property 'weight' does not exist on type 'Omit<PersonalInfo, "activityLevel">'.
src/screens/onboarding/PersonalInfoScreen.tsx(418,54): error TS2345: Argument of type '"weight"' is not assignable to parameter of type '"name" | "state" | "gender" | "first_name" | "last_name" | "email" | "age" | "country" | "region" | "wake_time" | "sleep_time" | "occupation_type"'.
src/screens/onboarding/PersonalInfoScreen.tsx(420,31): error TS2339: Property 'weight' does not exist on type 'Partial<Omit<PersonalInfo, "activityLevel">>'.
src/screens/onboarding/PersonalInfoScreen.tsx(515,19): error TS2322: Type 'string | undefined' is not assignable to type 'string'.
src/screens/onboarding/ReviewScreen.tsx(55,25): error TS2339: Property 'height' does not exist on type 'PersonalInfo'.
src/screens/onboarding/ReviewScreen.tsx(56,25): error TS2339: Property 'weight' does not exist on type 'PersonalInfo'.
src/screens/onboarding/ReviewScreen.tsx(123,46): error TS2339: Property 'height' does not exist on type 'PersonalInfo'.
src/screens/onboarding/ReviewScreen.tsx(123,76): error TS2339: Property 'height' does not exist on type 'PersonalInfo'.
src/screens/onboarding/ReviewScreen.tsx(126,46): error TS2339: Property 'weight' does not exist on type 'PersonalInfo'.
src/screens/onboarding/ReviewScreen.tsx(126,76): error TS2339: Property 'weight' does not exist on type 'PersonalInfo'.
src/screens/onboarding/ReviewScreen.tsx(142,22): error TS2532: Object is possibly 'undefined'.
src/screens/onboarding/ReviewScreen.tsx(199,22): error TS18048: 'data.workoutPreferences.workoutTypes.length' is possibly 'undefined'.
src/screens/onboarding/SignUpScreen.tsx(203,15): error TS2322: Type '{ label: string; placeholder: string; value: string; onChangeText: (value: string) => void; keyboardType: "email-address"; autoCapitalize: string; error: string | undefined; }' is not assignable to type 'IntrinsicAttributes & InputProps'.
src/screens/onboarding/tabs/AdvancedReviewTab.tsx(300,7): error TS2322: Type '"medium"' is not assignable to type '"light" | "heavy" | "default" | undefined'.
src/screens/onboarding/tabs/AdvancedReviewTab.tsx(453,9): error TS2322: Type '"medium"' is not assignable to type '"light" | "heavy" | "default" | undefined'.
src/screens/onboarding/tabs/AdvancedReviewTab.tsx(568,9): error TS2322: Type '"medium"' is not assignable to type '"light" | "heavy" | "default" | undefined'.
src/screens/onboarding/tabs/AdvancedReviewTab.tsx(642,9): error TS2322: Type '"medium"' is not assignable to type '"light" | "heavy" | "default" | undefined'.
src/screens/onboarding/tabs/AdvancedReviewTab.tsx(739,9): error TS2322: Type '"medium"' is not assignable to type '"light" | "heavy" | "default" | undefined'.
src/screens/onboarding/tabs/AdvancedReviewTab.tsx(824,61): error TS2339: Property 'max_heart_rate' does not exist on type 'AdvancedReviewData'.
src/screens/onboarding/tabs/AdvancedReviewTab.tsx(825,37): error TS2339: Property 'max_heart_rate' does not exist on type 'AdvancedReviewData'.
src/screens/onboarding/tabs/AdvancedReviewTab.tsx(854,9): error TS2322: Type '"medium"' is not assignable to type '"light" | "heavy" | "default" | undefined'.
src/screens/onboarding/tabs/AdvancedReviewTab.tsx(885,81): error TS2345: Argument of type 'number | undefined' is not assignable to parameter of type 'number'.
src/screens/onboarding/tabs/AdvancedReviewTab.tsx(892,81): error TS2345: Argument of type 'number | undefined' is not assignable to parameter of type 'number'.
src/screens/onboarding/tabs/AdvancedReviewTab.tsx(899,81): error TS2345: Argument of type 'number | undefined' is not assignable to parameter of type 'number'.
src/screens/onboarding/tabs/AdvancedReviewTab.tsx(906,81): error TS2345: Argument of type 'number | undefined' is not assignable to parameter of type 'number'.
src/screens/onboarding/tabs/AdvancedReviewTab.tsx(925,9): error TS2322: Type '"medium"' is not assignable to type '"light" | "heavy" | "default" | undefined'.
src/screens/onboarding/tabs/AdvancedReviewTab.tsx(1035,9): error TS2322: Type '"medium"' is not assignable to type '"light" | "heavy" | "default" | undefined'.
src/screens/onboarding/tabs/AdvancedReviewTab.tsx(1124,11): error TS2322: Type '{ children: (false | "" | Element | null)[]; image: { uri: string; }; overlayGradient: GradientConfig; contentPosition: "center"; minHeight: number; maxHeight: number; }' is not assignable to type 'IntrinsicAttributes & HeroSectionProps'.
src/screens/onboarding/tabs/AdvancedReviewTab.tsx(1272,15): error TS2322: Type 'false | { opacity: number; }' is not assignable to type 'ViewStyle'.
src/screens/onboarding/tabs/AdvancedReviewTab.tsx(1735,34): error TS2339: Property 'xxs' does not exist on type '{ xs: number; sm: number; md: number; lg: number; xl: number; xxl: number; xxxl: number; }'.
src/screens/onboarding/tabs/AdvancedReviewTab.tsx(2272,3): error TS1117: An object literal cannot have multiple properties with the same name.
src/screens/onboarding/tabs/BodyAnalysisTab.tsx(471,7): error TS2322: Type '"medium"' is not assignable to type '"light" | "heavy" | "default" | undefined'.
src/screens/onboarding/tabs/BodyAnalysisTab.tsx(619,9): error TS2322: Type '"medium"' is not assignable to type '"light" | "heavy" | "default" | undefined'.
src/screens/onboarding/tabs/BodyAnalysisTab.tsx(653,7): error TS2322: Type '"medium"' is not assignable to type '"light" | "heavy" | "default" | undefined'.
src/screens/onboarding/tabs/BodyAnalysisTab.tsx(778,9): error TS2322: Type '"medium"' is not assignable to type '"light" | "heavy" | "default" | undefined'.
src/screens/onboarding/tabs/BodyAnalysisTab.tsx(914,7): error TS2322: Type '"medium"' is not assignable to type '"light" | "heavy" | "default" | undefined'.
